"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_domicilio","descripcion_tipo_domicilio","calle","numero","localidad","provincia","codigo_postal"
"1985640","50","SOC. ANONIMA","MARK REAL ESTATE INTERNATIONAL","L","LEGAL","CERRITO","1266","CAPITAL FEDERAL","",""
"1985643","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DUVAL CRISTALES","L","LEGAL","SUCRE ANTONIO DE MARISCAL","2483","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985645","50","SOC. ANONIMA","UNIMETAL PARTICIPACIONES ARG","L","LEGAL","SUIPACHA","1111","CAPITAL FEDERAL","CAPITAL FEDERAL","1008"
"1985646","50","SOC. ANONIMA","SIEVERT","L","LEGAL","LAFINUR","3231","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985647","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ULTIMO OJO","L","LEGAL","BELGRANO AV.","687","CAPITAL FEDERAL","CAPITAL FEDERAL","1092"
"1985648","50","SOC. ANONIMA","AGRICOLA ORIENTAL","L","LEGAL","SAENZ PENA R. PTE. AV.","1119","CAPITAL FEDERAL","CAPITAL FEDERAL","1035"
"1985649","50","SOC. ANONIMA","METIEN","L","LEGAL","TUCUMAN","540","CAPITAL FEDERAL","CAPITAL FEDERAL","1049"
"1985650","50","SOC. ANONIMA","VICEDAR","L","LEGAL","SAN MARTIN","66","CAPITAL FEDERAL","CAPITAL FEDERAL","1004"
"1985652","50","SOC. ANONIMA","CARNICERIA BROTHERS X2","L","LEGAL","PASO JUAN JOSE DR.","718","CAPITAL FEDERAL","CAPITAL FEDERAL","1031"
"1985653","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CPCC","L","LEGAL","ELPIDIO GONZALEZ","2702","CAPITAL FEDERAL","",""
"1985654","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","KARU SOLUTIONS","L","LEGAL","AUSTRIA","2391","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985655","50","SOC. ANONIMA","THE PELEGRIN","L","LEGAL","MANUELA SAENZ","323","CAPITAL FEDERAL","",""
"1985657","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NOVACOM.AR","L","LEGAL","PICO","3670","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985658","50","SOC. ANONIMA","RF BEEF","L","LEGAL","TALCAHUANO","638","CAPITAL FEDERAL","CAPITAL FEDERAL","1013"
"1985659","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PIMENTON.IO","L","LEGAL","GUTIERREZ JUAN MARIA","2658","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985660","50","SOC. ANONIMA","ADM DESARROLLOS","L","LEGAL","YERBAL","6095","CAPITAL FEDERAL","CAPITAL FEDERAL","1408"
"1985661","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AQUALITY","L","LEGAL","GUAYRA","1717","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985663","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MILOSCAN","L","LEGAL","MATIENZO BENJAMIN TTE.","1849","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985664","50","SOC. ANONIMA","HEIRS","L","LEGAL","OLAZABAL AV.","5304","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985665","50","SOC. ANONIMA","TCR VICAR","L","LEGAL","DIRECTORIO AV.","614","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985666","50","SOC. ANONIMA","IFC.SPORTS","L","LEGAL","PICHEUTA","1518","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985668","50","SOC. ANONIMA","MOBBEX","L","LEGAL","LAVALLE","1619","CAPITAL FEDERAL","",""
"1985669","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PGSNET","L","LEGAL","PARAGUAY","635","CAPITAL FEDERAL","CAPITAL FEDERAL","1057"
"1985671","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SWEETS PATTISERI","L","LEGAL","SARMIENTO","1469","CAPITAL FEDERAL","CAPITAL FEDERAL","1042"
"1985672","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CMKS","L","LEGAL","CUBAS JOSE","2871","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985673","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GIN GIN","L","LEGAL","HONDURAS","5799","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985674","50","SOC. ANONIMA","SAKUS","L","LEGAL","SAENZ PENA R. PTE. AV.","615","CAPITAL FEDERAL","CAPITAL FEDERAL","1035"
"1985675","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MDCORP","L","LEGAL","LACROZE FEDERICO AV.","1840","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985676","50","SOC. ANONIMA","LES HERMANES W","L","LEGAL","FIGUEROA ALCORTA PTE. AV.","3450","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985677","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALIMENTOS CANNING","L","LEGAL","SAN MARTIN AV.","2704","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985678","50","SOC. ANONIMA","CRONOMO","L","LEGAL","REPUBLICA DE LA INDIA","2823","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985679","50","SOC. ANONIMA","THE ANGELUS","L","LEGAL","MANUELA SAENZ","323","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985681","50","SOC. ANONIMA","JAG BH","L","LEGAL","OLIDEN","2245","CAPITAL FEDERAL","CAPITAL FEDERAL","1440"
"1985682","50","SOC. ANONIMA","OPEN TENIS","L","LEGAL","LIBERTAD","374","CAPITAL FEDERAL","",""
"1985683","50","SOC. ANONIMA","ERNEST BROTHERS","L","LEGAL","MANUELA SAENZ","323","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985685","50","SOC. ANONIMA","CASA TRINIDAD","L","LEGAL","OLAZABAL AV.","5172","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985687","50","SOC. ANONIMA","CASERIO","L","LEGAL","TUCUMAN","994","CAPITAL FEDERAL","CAPITAL FEDERAL","1049"
"1985688","50","SOC. ANONIMA","AL KEY RESEARCH","L","LEGAL","GONZALEZ JOAQUIN V.","4083","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985689","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","VINOS HASOD","L","LEGAL","TUCUMAN","2231","CAPITAL FEDERAL","CAPITAL FEDERAL","1051"
"1985690","50","SOC. ANONIMA","SUGA ARGENTINA","L","LEGAL","LAVALLE","1619","CAPITAL FEDERAL","CAPITAL FEDERAL","1048"
"1985691","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FLOIGNPLAST","L","LEGAL","NAZCA AV.","565","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985706","50","SOC. ANONIMA","UNIDOS AL SUR","L","LEGAL","VINTTER LORENZO GRAL.","904","CAPITAL FEDERAL","CAPITAL FEDERAL","1405"
"1985707","50","SOC. ANONIMA","DOORS ARQ","L","LEGAL","VENEZUELA","1458","CAPITAL FEDERAL","CAPITAL FEDERAL","1095"
"1985709","50","SOC. ANONIMA","WED","L","LEGAL","RODRIGUEZ PENA","375","CAPITAL FEDERAL","CAPITAL FEDERAL","1020"
"1985711","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CAFENANO","L","LEGAL","Oyapos.HIGGINS","1610","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985714","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BEKA GROUP","L","LEGAL","PERON, JUAN TTE.GRAL.","2425","CAPITAL FEDERAL","CAPITAL FEDERAL","1040"
"1985715","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NAGARE","L","LEGAL","VIRASORO VALENTIN","1233","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985717","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AJ COMERCIO EXTERIOR","L","LEGAL","AYACUCHO","1053","CAPITAL FEDERAL","CAPITAL FEDERAL","1111"
"1985718","50","SOC. ANONIMA","ESFIER","L","LEGAL","LAVALLE","1619","CAPITAL FEDERAL","CAPITAL FEDERAL","1048"
"1985723","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PEPERIN","L","LEGAL","JORGE NEWBERY","3247","CAPITAL FEDERAL","",""
"1985725","50","SOC. ANONIMA","GELAAN","L","LEGAL","RIVADAVIA AV.","10226","CAPITAL FEDERAL","CAPITAL FEDERAL","1408"
"1985727","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WALJUL","L","LEGAL","SARMIENTO","1574","CAPITAL FEDERAL","",""
"1985728","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CRISDOM","L","LEGAL","SARMIENTO","1574","CAPITAL FEDERAL","CAPITAL FEDERAL","1042"
"1985729","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MICAMI","L","LEGAL","SARMIENTO","1574","CAPITAL FEDERAL","",""
"1985730","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GOMGAR","L","LEGAL","SARMIENTO","1574","CAPITAL FEDERAL","CAPITAL FEDERAL","1042"
"1985733","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GONWAR","L","LEGAL","SARMIENTO","1574","CAPITAL FEDERAL","",""
"1985734","50","SOC. ANONIMA","BUENOS AIRES SERVICIOS AERONAUTICOS","L","LEGAL","MONTEVIDEO","591","CAPITAL FEDERAL","CAPITAL FEDERAL","1019"
"1985735","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","EKKEKO ADMINISTRACION","L","LEGAL","LIBERTADOR DEL AV.","2306","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985738","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DIGITAL PROCESSING","L","LEGAL","ARAOZ DE LAMADRID G. GRAL","770","CAPITAL FEDERAL","CAPITAL FEDERAL","1166"
"1985740","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FINCON CAPITAL","L","LEGAL","GARCIA MARTIN AV.","730","CAPITAL FEDERAL","CAPITAL FEDERAL","1268"
"1985741","50","SOC. ANONIMA","TH ENTRETENIMIENTOS","L","LEGAL","ARAOZ","2976","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985744","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LAXUS","L","LEGAL","TALCAHUANO","1018","CAPITAL FEDERAL","CAPITAL FEDERAL","1013"
"1985745","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SOLARES INDUSTRIALES","L","LEGAL","TALCAHUANO","1018","CAPITAL FEDERAL","CAPITAL FEDERAL","1013"
"1985747","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRANSMISION","L","LEGAL","MORENO","1270","CAPITAL FEDERAL","CAPITAL FEDERAL","1091"
"1985748","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALPES METALES","L","LEGAL","MITRE BARTOLOME","688","CAPITAL FEDERAL","CAPITAL FEDERAL","1036"
"1985749","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CAWA","L","LEGAL","RECUERO CASIMIRO TTE.CNEL","3610","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985750","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ARIMARKBEN","L","LEGAL","BOLIVIA","1895","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985751","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SIETE MILAS","L","LEGAL","TUCUMAN","1489","CAPITAL FEDERAL","CAPITAL FEDERAL","1050"
"1985752","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ESTUDIO MARTIN","L","LEGAL","FRENCH","2952","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985755","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","J & M MANTENIMIENTO EMPRESA","L","LEGAL","MOM","2305","CAPITAL FEDERAL","CAPITAL FEDERAL","1437"
"1985756","50","SOC. ANONIMA","OESTE TEX","L","LEGAL","MENDOZA","2850","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985757","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PACO 1010","L","LEGAL","VIAMONTE","2148","CAPITAL FEDERAL","CAPITAL FEDERAL","1056"
"1985758","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MANTENIMIENTOS MULTIPLES","L","LEGAL","DEFENSA","1657","CAPITAL FEDERAL","CAPITAL FEDERAL","1143"
"1985759","50","SOC. ANONIMA","GRUPO CALAMAR","L","LEGAL","MANSILLA GENERAL","2686","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985760","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SERVICIOS GENERALES F.R.","L","LEGAL","MOSCONI GRAL AV.","2275","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985763","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRIDENTE PAREDES AREVALO","L","LEGAL","LEGUIZAMON MARTINIANO","4401","CAPITAL FEDERAL","CAPITAL FEDERAL","1439"
"1985764","50","SOC. ANONIMA","ANELIA","L","LEGAL","TEODORO VILLARDEBO","2755","CAPITAL FEDERAL","",""
"1985765","50","SOC. ANONIMA","3 ELEMENTOS","L","LEGAL","AUSTRIA","1761","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985766","50","SOC. ANONIMA","CORKY","L","LEGAL","GODOY CRUZ","3046","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985767","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","EMPRENDIMIENTOS DE LA DULZURA","L","LEGAL","CORRIENTES AV.","1327","CAPITAL FEDERAL","CAPITAL FEDERAL","1043"
"1985769","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","369GROUP","L","LEGAL","TRONADOR TORRE NU¥EZ UNIDAD 2","3430","CAPITAL FEDERAL","",""
"1985770","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DESARROLLADORA CAMBA","L","LEGAL","CORONADO MARTIN PJE.","3260","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
