"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","fecha_balance","fecha_presentacion","capital_informado"
"1941409","50","SOC. ANONIMA","FELHU","20211231","20230202","12000,00"
"1941417","100","ASOCIACION CIVIL","SOCI DE OFTA DE LA CIUD AUTO DE BUEN AIRE-SOCABA- ASOC CIVI","20191231","20210823","0,00"
"1941417","100","ASOCIACION CIVIL","SOCI DE OFTA DE LA CIUD AUTO DE BUEN AIRE-SOCABA- ASOC CIVI","20201231","20210812","0,00"
"1941452","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PIMLICO DEVELOPERS","20211231","20221129","100000,00"
"1941452","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PIMLICO DEVELOPERS","20201231","20221129","100000,00"
"1941455","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CURSOSCAPACITAS","20191231","20210809","25000,00"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","20210630","20220929","8776400,00"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","20210630","20220526","8776400,00"
"1941470","50","SOC. ANONIMA","ESTABLECIMIENTO DON JOSE","20200630","20211117","8776400,00"
"1941471","50","SOC. ANONIMA","DON QUILES","20220731","20230130","7000000,00"
"1941471","50","SOC. ANONIMA","DON QUILES","20210731","20220113","7000000,00"
"1941471","50","SOC. ANONIMA","DON QUILES","20200731","20210316","7000000,00"
"1941471","50","SOC. ANONIMA","DON QUILES","20190731","20200103","7000000,00"
"1941477","100","ASOCIACION CIVIL","ASOCIA DE BENEFACTORES DEL MUSEO HISTORICO SARMIENTO-ASO CIV","20210630","20221118","0,00"
"1941477","100","ASOCIACION CIVIL","ASOCIA DE BENEFACTORES DEL MUSEO HISTORICO SARMIENTO-ASO CIV","20200630","20221118","0,00"
"1941479","50","SOC. ANONIMA","CONCEPCION TIGRE","20201231","20220126","105000,00"
"1941479","50","SOC. ANONIMA","CONCEPCION TIGRE","20191231","20220125","105000,00"
"1941522","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MINS CONSULTORES","20210331","20211117","25000,00"
"1941568","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HIPERION GAMES","20220331","20220913","25000,00"
"1941568","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HIPERION GAMES","20210331","20210921","25000,00"
"1941584","50","SOC. ANONIMA","LEYENDA VIVA","20201231","20210920","3000000,00"
"1941603","50","SOC. ANONIMA","NU ARGENTINA","20201231","20221110","425676,00"
"1941610","170","UNION TRANSITORIA","SOUTH MANAGEMENT UNION TRANSITORIA","20211231","20230117","0,00"
"1941610","170","UNION TRANSITORIA","SOUTH MANAGEMENT UNION TRANSITORIA","20201231","20211019","100000,00"
"1941625","50","SOC. ANONIMA","VIENTOS DE CAMPANA","20191231","20221118","400000,00"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","20211231","20221027","0,00"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","20201231","20211101","0,00"
"1941643","100","ASOCIACION CIVIL","CAMPOLIMPIO SGE","20191231","20210629","0,00"
"1941645","110","FUNDACION","BATT PARA PROMO SALUD Y BIENE SOCIA A TRAVE DEL DEPOR","20210331","20220927","0,00"
"1941729","100","ASOCIACION CIVIL","BRUCO PARA LA INCLUSION DE NI¥OS Y JOVENES CON DISCAPACIDAD","20201231","20220413","0,00"
"1941737","80","SOCIEDAD EXTRANJERA","B2G COMERCIO IMPORTACAO,EXPORTACAO E SERVICOS LTDA","20201231","20220318","0,00"
"1941737","80","SOCIEDAD EXTRANJERA","B2G COMERCIO IMPORTACAO,EXPORTACAO E SERVICOS LTDA","20191231","20201015","0,00"
"1941749","50","SOC. ANONIMA","INCLODE","20211231","20230104","1000000,00"
"1941749","50","SOC. ANONIMA","INCLODE","20201231","20211125","1000000,00"
"1941749","50","SOC. ANONIMA","INCLODE","20191231","20201215","1000000,00"
"1941769","50","SOC. ANONIMA","FEAPA","20211231","20221101","100000,00"
"1941769","50","SOC. ANONIMA","FEAPA","20201231","20210928","100000,00"
"1941769","50","SOC. ANONIMA","FEAPA","20191231","20210928","100000,00"
"1941791","80","SOCIEDAD EXTRANJERA","MARUBENI POWER INTERNATIONAL,INC.","20220331","20230112","0,00"
"1941791","80","SOCIEDAD EXTRANJERA","MARUBENI POWER INTERNATIONAL,INC.","20210331","20220406","0,00"
"1941791","80","SOCIEDAD EXTRANJERA","MARUBENI POWER INTERNATIONAL,INC.","20200331","20220308","0,00"
"1941812","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IOTINMOTION","20211231","20220621","1000000,00"
"1941812","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IOTINMOTION","20201231","20210623","1000000,00"
"1941839","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","RPG YUNCON","20211231","20230202","25000,00"
"1941856","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WAMCLICK","20201231","20220513","25000,00"
"1941884","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NEOCAM","20201231","20210803","6280000,00"
"1941885","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","TANODO","20210331","20230213","25000,00"
"1941903","50","SOC. ANONIMA","LENDING SOLUTIONS","20201231","20221228","100001,00"
"1941910","50","SOC. ANONIMA","LISTO TECNOLOGIA ARGENTINA","20201231","20211129","6820000,00"
"1941910","50","SOC. ANONIMA","LISTO TECNOLOGIA ARGENTINA","20191231","20211129","6820000,00"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","20211231","20220919","100000,00"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","20201231","20211006","100000,00"
"1941949","50","SOC. ANONIMA","ISURUS GAMING","20191231","20211006","100000,00"
"1941979","50","SOC. ANONIMA","PROTECTA ARGENTINA","20200630","20211021","100000,00"
"1941982","100","ASOCIACION CIVIL","CENTRO DE CULTURA CASA DO BRASIL ASOCIACION CIVIL","20210930","20221201","0,00"
"1942028","170","UNION TRANSITORIA","COMPA¥IA GENERAL DE COMBUSTIBLES SA-YPF SA-AREA PASO FUHR-UT","20191231","20230209","0,00"
"1942028","170","UNION TRANSITORIA","COMPA¥IA GENERAL DE COMBUSTIBLES SA-YPF SA-AREA PASO FUHR-UT","20201231","20230209","0,00"
"1942028","170","UNION TRANSITORIA","COMPA¥IA GENERAL DE COMBUSTIBLES SA-YPF SA-AREA PASO FUHR-UT","20211231","20230209","0,00"
"1942119","50","SOC. ANONIMA","WAIRIN","20190930","20220105","100000,00"
"1942119","50","SOC. ANONIMA","WAIRIN","20200930","20220105","100000,00"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","20211231","20220913","0,00"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","20191231","20220321","0,00"
"1942159","140","CAMARA","ARGENTINA DE INDUSTRIAS DE MATERIALES AISLANTES","20201231","20220321","0,00"
"1942177","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","KAYPACHA","20201231","20220425","100000,00"
"1942177","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","KAYPACHA","20191231","20210908","100000,00"
"1942287","50","SOC. ANONIMA","AB ASESORES DE SEGUROS","20200229","20210322","100000,00"
"1942297","100","ASOCIACION CIVIL","GROW-CRECER-DESARROLLO Y DE GENERO","20210331","20220413","0,00"
"1942297","100","ASOCIACION CIVIL","GROW-CRECER-DESARROLLO Y DE GENERO","20200331","20220413","0,00"
"1942355","80","SOCIEDAD EXTRANJERA","PLAYTECH SOFTWARE LIMITED","20191231","20211227","0,00"
"1942355","80","SOCIEDAD EXTRANJERA","PLAYTECH SOFTWARE LIMITED","20201231","20211227","0,00"
"1942365","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","COCREAR MM","20201231","20210723","100000,00"
"1942391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MARTIN PELUSSO","20211231","20220317","25000,00"
"1942391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MARTIN PELUSSO","20201231","20220308","25000,00"
"1942516","50","SOC. ANONIMA","NAITINAI","20211231","20221013","246333876,00"
"1942516","50","SOC. ANONIMA","NAITINAI","20201231","20210906","158292338,00"
"1942516","50","SOC. ANONIMA","NAITINAI","20191231","20210614","131293338,00"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","20220430","20221215","0,00"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","20210430","20211217","0,00"
"1942537","100","ASOCIACION CIVIL","SOCIEDAD IBEROAMERICANA DE SALUD AMBIENTAL, SIBSA,ASOC CIVIL","20200430","20210823","0,00"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","20211231","20220913","0,00"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","20201231","20210907","0,00"
"1942538","100","ASOCIACION CIVIL","FRENTE TELEFONICO","20191231","20210907","0,00"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","20191231","20220803","0,00"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","20201231","20220803","0,00"
"1942579","100","ASOCIACION CIVIL","ALIANZA ARGENTINA DE PACIENTES ASOCIACION CIVIL -ALAPA-","20211231","20220803","0,00"
"1942628","50","SOC. ANONIMA","HULLOP SOLUTIONS","20201231","20221201","100000,00"
"1942628","50","SOC. ANONIMA","HULLOP SOLUTIONS","20191231","20220914","100000,00"
"1942638","50","SOC. ANONIMA","SANTO BERRACO","20210630","20220524","300000,00"
"1942638","50","SOC. ANONIMA","SANTO BERRACO","20200630","20210414","300000,00"
"1942638","50","SOC. ANONIMA","SANTO BERRACO","20190630","20191122","300000,00"
"1942661","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","EXMAR ARGENTINA","20191231","20220811","100000,00"
"1942661","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","EXMAR ARGENTINA","20201231","20220811","176100910,00"
"1942674","50","SOC. ANONIMA","LONDON SKY","20210331","20220210","100000,00"
"1942674","50","SOC. ANONIMA","LONDON SKY","20200331","20210902","100000,00"
"1942676","80","SOCIEDAD EXTRANJERA","BP EXPLORATION ARGENTINA LIMITED","20211231","20220919","0,00"
"1942676","80","SOCIEDAD EXTRANJERA","BP EXPLORATION ARGENTINA LIMITED","20201231","20210826","0,00"
"1942676","80","SOCIEDAD EXTRANJERA","BP EXPLORATION ARGENTINA LIMITED","20191231","20201111","0,00"
"1942684","50","SOC. ANONIMA","DASSEN","20211231","20221102","11817695,87"
"1942684","50","SOC. ANONIMA","DASSEN","20201231","20210421","11817695,87"
"1942706","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","QP OIL AND GAS","20211231","20220907","95599025,00"
"1942706","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","QP OIL AND GAS","20201231","20210826","48308409,00"
"1942706","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","QP OIL AND GAS","20191231","20210519","20000000,00"
"1942736","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","WANNAPLAY","20211231","20230203","25000,00"
"1942737","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CATAPULT SPORT","20220331","20221214","25000,00"
"1942737","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CATAPULT SPORT","20210331","20220901","25000,00"
"1942760","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SOS SEGURIDAD","20211031","20230209","25000,00"
"1942760","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SOS SEGURIDAD","20201031","20230209","25000,00"
"1942760","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SOS SEGURIDAD","20191031","20230209","25000,00"
"1942797","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AB ENERGY ARGENTINA","20211231","20220606","28987709,00"
"1942797","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AB ENERGY ARGENTINA","20201231","20210811","5185001,00"
"1942797","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","AB ENERGY ARGENTINA","20191231","20210507","100000,00"
"1942825","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MAG ELECTROFISIOLOG¿A","20211231","20221003","25000,00"
"1942825","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MAG ELECTROFISIOLOG¿A","20201231","20210723","25000,00"
"1942858","50","SOC. ANONIMA","BELGRANO 1387","20211231","20221115","1000000,00"
"1942871","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TECNICAS REUNIDAS ARGENTINA","20211231","20220707","100000,00"
"1942871","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TECNICAS REUNIDAS ARGENTINA","20191231","20220506","100000,00"
"1942871","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","TECNICAS REUNIDAS ARGENTINA","20201231","20220506","100000,00"
"1942905","50","SOC. ANONIMA","NEKLAR","20200630","20221228","500000,00"
"1942905","50","SOC. ANONIMA","NEKLAR","20190630","20221228","500000,00"
"1942905","50","SOC. ANONIMA","NEKLAR","20210630","20221228","500000,00"
"1942905","50","SOC. ANONIMA","NEKLAR","20220630","20221228","500000,00"
"1942917","80","SOCIEDAD EXTRANJERA","INTRALOT INTERNATIONAL LIMITED","20211231","20220728","0,00"
"1942917","80","SOCIEDAD EXTRANJERA","INTRALOT INTERNATIONAL LIMITED","20191231","20210811","0,00"
"1942917","80","SOCIEDAD EXTRANJERA","INTRALOT INTERNATIONAL LIMITED","20201231","20210812","0,00"
"1942919","80","SOCIEDAD EXTRANJERA","WILL HILL LIMITED","20201231","20220309","0,00"
"1942919","80","SOCIEDAD EXTRANJERA","WILL HILL LIMITED","20191231","20210519","0,00"
"1942928","50","SOC. ANONIMA","COMPA¥IA MIDLAND DEL SUD","20200930","20220531","3093000,00"
"1942928","50","SOC. ANONIMA","COMPA¥IA MIDLAND DEL SUD","20190930","20220531","3093000,00"
"1942928","50","SOC. ANONIMA","COMPA¥IA MIDLAND DEL SUD","20210930","20220526","3093000,00"
"1943023","80","SOCIEDAD EXTRANJERA","TULLOW ARGENTINA LIMITED","20201231","20220504","229588317,00"
"1943023","80","SOCIEDAD EXTRANJERA","TULLOW ARGENTINA LIMITED","20191231","20201117","0,00"
"1943027","50","SOC. ANONIMA","MITSUI E&P ARGENTINA","20211231","20220812","70000000,00"
"1943027","50","SOC. ANONIMA","MITSUI E&P ARGENTINA","20201231","20220506","70000000,00"
"1943027","50","SOC. ANONIMA","MITSUI E&P ARGENTINA","20191231","20210113","68687500,00"
"1943052","50","SOC. ANONIMA","MG CONTAINERS","20201231","20211104","100000,00"
"1943052","50","SOC. ANONIMA","MG CONTAINERS","20191231","20211104","100000,00"
"1943128","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","C.I.E.P.E.S","20201231","20220722","25000,00"
"1943128","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","C.I.E.P.E.S","20211231","20220722","25000,00"
"1943128","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","C.I.E.P.E.S","20191231","20220722","25000,00"
"1943144","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GENIUM IT","20211031","20220531","25000,00"
"1943151","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","THE SAND BOX","20201231","20220712","25000,00"
"1943190","50","SOC. ANONIMA","BICOR","20201031","20210730","100000,00"
"1943190","50","SOC. ANONIMA","BICOR","20191031","20210730","100000,00"
"1943196","50","SOC. ANONIMA","PETROMURPH","20211231","20230116","20300000,00"
"1943196","50","SOC. ANONIMA","PETROMURPH","20191231","20220113","20300000,00"
"1943196","50","SOC. ANONIMA","PETROMURPH","20201231","20220113","20300000,00"
"1943207","50","SOC. ANONIMA","BRICK COMPANY","20191231","20210311","800000,00"
"1943213","100","ASOCIACION CIVIL","UNION DE MANOS TRABAJADORAS POR LA INCLUSION SOCIAL","20211231","20220704","0,00"
"1943301","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","PE¥AVID","20190831","20200619","32933965,00"
"1943304","50","SOC. ANONIMA","YAMAHA MOTOR PLAN ARGENTINA S.A. DE AHORR PARA FIN DETERMIN","20211231","20220428","62989908,00"
"1943304","50","SOC. ANONIMA","YAMAHA MOTOR PLAN ARGENTINA S.A. DE AHORR PARA FIN DETERMIN","20201231","20210506","2000000,00"
"1943314","50","SOC. ANONIMA","ALTO ONGAMIRA","20191231","20210728","100000,00"
"1943314","50","SOC. ANONIMA","ALTO ONGAMIRA","20201231","20210728","100000,00"
"1943316","110","FUNDACION","CHARIS ARGENTINA","20211231","20220506","0,00"
"1943356","50","SOC. ANONIMA","MIT POWER","20220331","20220928","100000,00"
"1943356","50","SOC. ANONIMA","MIT POWER","20210331","20210804","100000,00"
"1943356","50","SOC. ANONIMA","MIT POWER","20200331","20210121","100000,00"
"1943358","50","SOC. ANONIMA","GESER","20211231","20220323","100000,00"
"1943358","50","SOC. ANONIMA","GESER","20201231","20210520","100000,00"
"1943358","50","SOC. ANONIMA","GESER","20191231","20200827","100000,00"
"1943365","50","SOC. ANONIMA","CLASSE STELLE","20210630","20211202","500000,00"
"1943365","50","SOC. ANONIMA","CLASSE STELLE","20200630","20210218","500000,00"
"1943432","80","SOCIEDAD EXTRANJERA","BETSSON MALTA HOLDING LIMITED","20201231","20210728","1211297,49"
"1943432","80","SOCIEDAD EXTRANJERA","BETSSON MALTA HOLDING LIMITED","20191231","20210728","815490,00"
"1943433","50","SOC. ANONIMA","PLANNEON","20191231","20210422","5400000,00"
"1943433","50","SOC. ANONIMA","PLANNEON","20201231","20210422","5400000,00"
"1943457","100","ASOCIACION CIVIL","MERLOT. S.C.","20191231","20211006","0,00"
"1943457","100","ASOCIACION CIVIL","MERLOT. S.C.","20201231","20211006","0,00"
"1943462","80","SOCIEDAD EXTRANJERA","QBE MANAGEMENT (IRELAND) LIMITED","20191231","20220927","0,00"
"1943462","80","SOCIEDAD EXTRANJERA","QBE MANAGEMENT (IRELAND) LIMITED","20211231","20220927","0,00"
"1943462","80","SOCIEDAD EXTRANJERA","QBE MANAGEMENT (IRELAND) LIMITED","20201231","20211227","0,00"
"1943465","80","SOCIEDAD EXTRANJERA","EQUINOR ARGENTINA AS","20201231","20220810","19657402018,00"
"1943465","80","SOCIEDAD EXTRANJERA","EQUINOR ARGENTINA AS","20211231","20220810","21121102018,00"
"1943466","100","ASOCIACION CIVIL","SER SOLIDARIO","20201231","20210628","0,00"
"1943466","100","ASOCIACION CIVIL","SER SOLIDARIO","20191231","20210628","0,00"
"1943494","50","SOC. ANONIMA","SPARK ENERGY SOLUTIONS","20211231","20220915","3764325,00"
"1943494","50","SOC. ANONIMA","SPARK ENERGY SOLUTIONS","20201231","20210727","3764325,00"
"1943494","50","SOC. ANONIMA","SPARK ENERGY SOLUTIONS","20191231","20201016","800000,00"
"1943506","100","ASOCIACION CIVIL","MUSEO BARRIO DE FLORES ASOCIACION CIVIL","20210630","20221004","0,00"
"1943506","100","ASOCIACION CIVIL","MUSEO BARRIO DE FLORES ASOCIACION CIVIL","20190630","20220922","0,00"
"1943506","100","ASOCIACION CIVIL","MUSEO BARRIO DE FLORES ASOCIACION CIVIL","20200630","20220922","0,00"
"1943519","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PAMPA HEMP","20201231","20210722","25000,00"
"1943580","100","ASOCIACION CIVIL","FEMINACIDA ASOCIACION CIVIL","20220331","20220711","0,00"
"1943580","100","ASOCIACION CIVIL","FEMINACIDA ASOCIACION CIVIL","20200331","20210727","0,00"
"1943580","100","ASOCIACION CIVIL","FEMINACIDA ASOCIACION CIVIL","20210331","20210727","0,00"
"1943639","50","SOC. ANONIMA","LCB","20191231","20220804","100000,00"
"1943651","50","SOC. ANONIMA","DETROIT MODE","20211031","20220329","100000,00"
"1943651","50","SOC. ANONIMA","DETROIT MODE","20201031","20210429","100000,00"
"1943651","50","SOC. ANONIMA","DETROIT MODE","20191031","20200221","100000,00"
"1943653","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","DSS SUSTAINABLE SOLUTIONS ARGENTINA","20201231","20220221","100000,00"
"1943676","100","ASOCIACION CIVIL","FUERZA MUJERES PARA LA REINS Y DESARROLLO LAB, PERS Y ECONOM","20210331","20211201","0,00"
"1943676","100","ASOCIACION CIVIL","FUERZA MUJERES PARA LA REINS Y DESARROLLO LAB, PERS Y ECONOM","20200331","20211129","0,00"
"1943720","170","UNION TRANSITORIA","FISIA ITALIMPIANTI SPA-SUC ARG-ACCIONA AGUA SA-SUC ARG- U T","20191231","20221019","0,00"
"1943720","170","UNION TRANSITORIA","FISIA ITALIMPIANTI SPA-SUC ARG-ACCIONA AGUA SA-SUC ARG- U T","20211231","20221019","0,00"
"1943720","170","UNION TRANSITORIA","FISIA ITALIMPIANTI SPA-SUC ARG-ACCIONA AGUA SA-SUC ARG- U T","20201231","20221019","0,00"
"1943729","50","SOC. ANONIMA","FLEXILOG","20210331","20221017","100000,00"
"1943729","50","SOC. ANONIMA","FLEXILOG","20200331","20210416","100000,00"
"1943743","50","SOC. ANONIMA","FITECHNOLOGY","20211231","20220913","100000,00"
"1943743","50","SOC. ANONIMA","FITECHNOLOGY","20201231","20220913","100000,00"
"1943743","50","SOC. ANONIMA","FITECHNOLOGY","20191231","20220913","100000,00"
"1943760","100","ASOCIACION CIVIL","VIVIR UN SUE¥O","20201231","20220711","0,00"
"1943760","100","ASOCIACION CIVIL","VIVIR UN SUE¥O","20211231","20220711","0,00"
"1943823","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","PHA","20191231","20210318","10000000,00"
"1943909","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","OHM INSTRUMENTAL","20210630","20221205","25000,00"
"1943909","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","OHM INSTRUMENTAL","20200630","20210729","25000,00"
"1943918","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BEAR MOUNTAIN","20211231","20230111","25000,00"
"1943918","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BEAR MOUNTAIN","20201231","20220207","25000,00"
"1943920","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","IMPORTACI¿N ABRAX","20200630","20220315","25000,00"
"1944021","50","SOC. ANONIMA","GUIA D","20211231","20220622","100000,00"
"1944021","50","SOC. ANONIMA","GUIA D","20201231","20220622","100000,00"
"1944021","50","SOC. ANONIMA","GUIA D","20191231","20220622","100000,00"
"1944028","50","SOC. ANONIMA","OTC INVESTMENT SOLUTIONS","20201231","20221228","122985,00"
"1944040","100","ASOCIACION CIVIL","ASOCIACION ARGENTINA DE PERCUSION ASOCIACION CIVIL","20200630","20210907","0,00"
"1944045","50","SOC. ANONIMA","TRUGYNAR","20191231","20221213","50000,00"
"1944045","50","SOC. ANONIMA","TRUGYNAR","20201231","20221213","50000,00"
"1944045","50","SOC. ANONIMA","TRUGYNAR","20181231","20200316","50000,00"
"1944140","50","SOC. ANONIMA","PASVAHL","20210731","20221020","400000,00"
"1944140","50","SOC. ANONIMA","PASVAHL","20190730","20210407","400000,00"
"1944140","50","SOC. ANONIMA","PASVAHL","20200731","20210407","400000,00"
"1944228","100","ASOCIACION CIVIL","ASOCIAC ARGENTI DE ESTETIC ONCOLOG- AADEO ASOCIAC CIVIL","20201231","20220708","0,00"
"1944228","100","ASOCIACION CIVIL","ASOCIAC ARGENTI DE ESTETIC ONCOLOG- AADEO ASOCIAC CIVIL","20191231","20220317","0,00"
"1944228","100","ASOCIACION CIVIL","ASOCIAC ARGENTI DE ESTETIC ONCOLOG- AADEO ASOCIAC CIVIL","20191231","20201201","0,00"
"1944257","170","UNION TRANSITORIA","TULLOW ARG LIM SUC ARG-PLUSPE SA-WINT ENE SA-AREA MLO 114-UT","20201231","20220504","2030179898,00"
"1944257","170","UNION TRANSITORIA","TULLOW ARG LIM SUC ARG-PLUSPE SA-WINT ENE SA-AREA MLO 114-UT","20191231","20201117","0,00"
"1944258","170","UNION TRANSITORIA","TULLOW ARG LIM SUC ARG-PLUSPE SA-WINT ENE SA-AREA MLO 119-UT","20201231","20220504","211547952,00"
"1944258","170","UNION TRANSITORIA","TULLOW ARG LIM SUC ARG-PLUSPE SA-WINT ENE SA-AREA MLO 119-UT","20191231","20210112","34967667,00"
"1944293","50","SOC. ANONIMA","GRUPO SYNCRO","20210630","20220616","2444376,00"
"1944293","50","SOC. ANONIMA","GRUPO SYNCRO","20200630","20220609","120000,00"
"1944323","50","SOC. ANONIMA","ANDES PAMPA","20210630","20230111","100000,00"
"1944323","50","SOC. ANONIMA","ANDES PAMPA","20200630","20220118","100000,00"
"1944391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QUIERO NATURAL TIENDA","20220630","20230116","25000,00"
"1944391","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QUIERO NATURAL TIENDA","20210630","20220203","25000,00"
"1944416","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GSJ NEUMATICOS","20220331","20230113","25000,00"
"1944528","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","PAGOS FUTUROS AR","20201231","20220803","25000,00"
"1944535","50","SOC. ANONIMA","THE STAGE COMPANY","20210331","20211229","100000,00"
"1944535","50","SOC. ANONIMA","THE STAGE COMPANY","20200331","20211229","100000,00"
"1944537","50","SOC. ANONIMA","TARKETT ARGENTINA","20211231","20221206","100000,00"
"1944537","50","SOC. ANONIMA","TARKETT ARGENTINA","20201231","20220818","100000,00"
"1944537","50","SOC. ANONIMA","TARKETT ARGENTINA","20191231","20220610","100000,00"
"1944587","50","SOC. ANONIMA","ALLSNACKS","20220630","20221216","100000,00"
"1944587","50","SOC. ANONIMA","ALLSNACKS","20210630","20220523","100000,00"
"1944587","50","SOC. ANONIMA","ALLSNACKS","20200630","20210909","100000,00"
"1944589","50","SOC. ANONIMA","CAMPOS SUR BONAERENSE","20200630","20220920","100000,00"
"1944589","50","SOC. ANONIMA","CAMPOS SUR BONAERENSE","20210630","20220920","100000,00"
"1944590","50","SOC. ANONIMA","ESTABLECIMIENTO SAUCE GRANDE","20200630","20210616","106000,00"
"1944595","50","SOC. ANONIMA","GOÑI LEMOINE","20210630","20220920","106000,00"
"1944595","50","SOC. ANONIMA","GOÑI LEMOINE","20200630","20210413","106000,00"
"1944599","50","SOC. ANONIMA","ENERLAND FOTOVOLTAICA","20191231","20220125","120000,00"
"1944599","50","SOC. ANONIMA","ENERLAND FOTOVOLTAICA","20201231","20211014","120000,00"
"1944633","100","ASOCIACION CIVIL","IMPACTO DIGITAL","20191231","20220805","0,00"
"1944633","100","ASOCIACION CIVIL","IMPACTO DIGITAL","20211231","20220601","0,00"
"1944633","100","ASOCIACION CIVIL","IMPACTO DIGITAL","20201231","20210810","0,00"
"1944688","50","SOC. ANONIMA","GOBIO","20220630","20221027","100000,00"
"1944688","50","SOC. ANONIMA","GOBIO","20210630","20220211","100000,00"
"1944688","50","SOC. ANONIMA","GOBIO","20200630","20210430","100000,00"
"1944816","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QUIES MENTIS","20210331","20210917","25000,00"
"1944867","170","UNION TRANSITORIA","SHELL ARGENTINA S.A.-QP OIL AND GAS S.A.U.- AREA CAN_107 UT","20191231","20211213","10587654,00"
"1944867","170","UNION TRANSITORIA","SHELL ARGENTINA S.A.-QP OIL AND GAS S.A.U.- AREA CAN_107 UT","20201231","20210929","0,00"
