"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","fecha_balance","fecha_presentacion","capital_informado"
"1944868","170","UNION TRANSITORIA","SHELL ARGENTINA S.A.-QP OIL AND GAS S.A.U.-AREA CAN_109 UT","20191231","20211203","0,00"
"1944868","170","UNION TRANSITORIA","SHELL ARGENTINA S.A.-QP OIL AND GAS S.A.U.-AREA CAN_109 UT","20201231","20210929","0,00"
"1944992","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CROSS ENTROPY SOLUTIONS","20211231","20221025","25000,00"
"1944992","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CROSS ENTROPY SOLUTIONS","20191231","20220803","25000,00"
"1944992","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CROSS ENTROPY SOLUTIONS","20201231","20220726","25000,00"
"1945033","50","SOC. ANONIMA","TPE HOLDING","20211231","20221229","11082004,00"
"1945033","50","SOC. ANONIMA","TPE HOLDING","20201231","20221229","100000,00"
"1945033","50","SOC. ANONIMA","TPE HOLDING","20191231","20221229","100000,00"
"1945045","50","SOC. ANONIMA","EOLICA PASO MAYOR","20191231","20220623","100000,00"
"1945051","50","SOC. ANONIMA","S Y D LAFUENTE","20220228","20220913","350000,00"
"1945051","50","SOC. ANONIMA","S Y D LAFUENTE","20210228","20210917","350000,00"
"1945051","50","SOC. ANONIMA","S Y D LAFUENTE","20200229","20210426","350000,00"
"1945054","50","SOC. ANONIMA","26 DE JUNIO","20220228","20230203","350000,00"
"1945055","50","SOC. ANONIMA","LAS RICHIS","20220228","20230102","350000,00"
"1945055","50","SOC. ANONIMA","LAS RICHIS","20210228","20211119","350000,00"
"1945055","50","SOC. ANONIMA","LAS RICHIS","20200229","20210604","350000,00"
"1945138","50","SOC. ANONIMA","CAMBIO JURAMENTO","20191231","20211012","100000,00"
"1945147","50","SOC. ANONIMA","HACIENDOLE METROS","20201231","20220211","500000,00"
"1945147","50","SOC. ANONIMA","HACIENDOLE METROS","20191231","20220209","500000,00"
"1945157","50","SOC. ANONIMA","CONSULTORA NUEVA BUENOS AIRES","20200630","20210923","100000,00"
"1945157","50","SOC. ANONIMA","CONSULTORA NUEVA BUENOS AIRES","20210630","20210923","100000,00"
"1945170","50","SOC. ANONIMA","LAS TERAS","20200531","20211123","100000,00"
"1945194","50","SOC. ANONIMA","TANQUEROS ARGENTINOS","20191231","20220601","150000,00"
"1945234","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GSJ BAIRES","20220331","20230113","25000,00"
"1945241","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BIENESTAR PARA TODOS","20211231","20220830","1000000,00"
"1945241","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BIENESTAR PARA TODOS","20201231","20211115","25000,00"
"1945248","50","SOC. ANONIMA","FIDUAD","20210731","20220801","100000,00"
"1945248","50","SOC. ANONIMA","FIDUAD","20200731","20220801","100000,00"
"1945259","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ACON TIMBER","20211231","20221117","3272127,00"
"1945259","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ACON TIMBER","20201231","20221117","245029,00"
"1945259","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ACON TIMBER","20191231","20210505","100000,00"
"1945449","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MOHN DRILLING","20201231","20220311","100000,00"
"1945449","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MOHN DRILLING","20191231","20210406","100000,00"
"1945472","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LEONIS","20210630","20221110","25000,00"
"1945476","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NF GROUP","20210630","20220222","25000,00"
"1945476","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NF GROUP","20200630","20220222","25000,00"
"1945480","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NORTHWEST STEAK","20210630","20221110","25000,00"
"1945547","50","SOC. ANONIMA","SERVICIOS VM","20200630","20220801","600000,00"
"1945579","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WL PLATFORMS","20211231","20220607","1931669100,00"
"1945579","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","WL PLATFORMS","20201231","20210730","292223400,00"
"1945587","50","SOC. ANONIMA","TATI TOYS","20220331","20221108","100000,00"
"1945587","50","SOC. ANONIMA","TATI TOYS","20210331","20220720","100000,00"
"1945587","50","SOC. ANONIMA","TATI TOYS","20200331","20220713","100000,00"
"1945589","50","SOC. ANONIMA","DP FACTORY","20211231","20220322","242906325,00"
"1945589","50","SOC. ANONIMA","DP FACTORY","20191231","20210811","173286500,00"
"1945589","50","SOC. ANONIMA","DP FACTORY","20201231","20210407","242906325,00"
"1945609","80","SOCIEDAD EXTRANJERA","PIMCO GLOBAL ADVISORS LLC.","20211231","20220502","0,00"
"1945609","80","SOCIEDAD EXTRANJERA","PIMCO GLOBAL ADVISORS LLC.","20201231","20210506","0,00"
"1945700","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NULINGA ARGENTINA","20211231","20230213","25000,00"
"1945700","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","NULINGA ARGENTINA","20201231","20230213","25000,00"
"1945732","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","HARDINEROS","20211231","20220811","25000,00"
"1945733","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SYCOMP TECHNOLOGIES","20211231","20221013","15322500,00"
"1945733","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SYCOMP TECHNOLOGIES","20201231","20221013","15322500,00"
"1945742","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MAVI INVERSIONES","20210630","20230116","25000,00"
"1945764","50","SOC. ANONIMA","GARPA","20201231","20221102","100000,00"
"1945769","50","SOC. ANONIMA","SIEMENS","20190930","20220428","1500000,00"
"1945769","50","SOC. ANONIMA","SIEMENS","20210930","20220428","167112722,00"
"1945769","50","SOC. ANONIMA","SIEMENS","20200930","20210506","167112722,00"
"1945780","100","ASOCIACION CIVIL","COLEGIO DE PSICOANALISTAS ASOCIACION CIVIL","20201031","20220323","0,00"
"1945780","100","ASOCIACION CIVIL","COLEGIO DE PSICOANALISTAS ASOCIACION CIVIL","20191030","20220323","0,00"
"1945781","140","CAMARA","ARGENTINA DE MUJERES EMPRESARIAS Y PROFESIONALES","20200630","20201216","0,00"
"1945783","100","ASOCIACION CIVIL","RED DE MUJERES POR LA DEMOCRACIA","20211231","20220817","0,00"
"1945783","100","ASOCIACION CIVIL","RED DE MUJERES POR LA DEMOCRACIA","20191231","20210618","0,00"
"1945783","100","ASOCIACION CIVIL","RED DE MUJERES POR LA DEMOCRACIA","20201231","20210630","0,00"
"1945930","50","SOC. ANONIMA","ARGENCANNA","20201231","20211220","120000,00"
"1945930","50","SOC. ANONIMA","ARGENCANNA","20191231","20211220","120000,00"
"1945961","100","ASOCIACION CIVIL","DE INVESTIGACION Y DESARROLLO DE TERAPIAS AVANZADAS","20211231","20221017","0,00"
"1945961","100","ASOCIACION CIVIL","DE INVESTIGACION Y DESARROLLO DE TERAPIAS AVANZADAS","20201231","20210929","0,00"
"1945961","100","ASOCIACION CIVIL","DE INVESTIGACION Y DESARROLLO DE TERAPIAS AVANZADAS","20191231","20210208","0,00"
"1945962","50","SOC. ANONIMA","TREMU","20200630","20210817","908000,00"
"1945962","50","SOC. ANONIMA","TREMU","20190630","20191230","908000,00"
"1946003","50","SOC. ANONIMA","NIU PAMPEANA","20200930","20210730","100000,00"
"1946003","50","SOC. ANONIMA","NIU PAMPEANA","20190930","20210730","25000,00"
"1946039","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ATHENEX CIDAL ARGENTINA","20211231","20220705","100000,00"
"1946039","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ATHENEX CIDAL ARGENTINA","20201231","20210907","100000,00"
"1946039","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","ATHENEX CIDAL ARGENTINA","20191231","20201210","100000,00"
"1946110","50","SOC. ANONIMA","CERRADURAS INTELIGENTES","20201231","20220126","100000,00"
"1946110","50","SOC. ANONIMA","CERRADURAS INTELIGENTES","20191231","20211207","100000,00"
"1946121","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MCNETWORK","20201231","20221128","25000,00"
"1946121","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","MCNETWORK","20211231","20221122","25000,00"
"1946156","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","UALI","20211031","20220822","3041617,20"
"1946156","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","UALI","20201031","20220302","25000,00"
"1946206","50","SOC. ANONIMA","CUSTODIAM SECURITY","20211130","20221213","100000,00"
"1946206","50","SOC. ANONIMA","CUSTODIAM SECURITY","20201231","20221213","100000,00"
"1946206","50","SOC. ANONIMA","CUSTODIAM SECURITY","20191231","20221213","100000,00"
"1946246","50","SOC. ANONIMA","E-CRUCE","20191231","20221129","100000,00"
"1946246","50","SOC. ANONIMA","E-CRUCE","20201231","20221129","100000,00"
"1946246","50","SOC. ANONIMA","E-CRUCE","20211231","20221129","100000,00"
"1946259","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CARDIOS MEDICINA","20211231","20220929","25000,00"
"1946259","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","CARDIOS MEDICINA","20201231","20210910","25000,00"
